federal_account_symbol,federal_account_name,agency_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total
075-0888,"National Institute of Arthritis and Musculoskeletal and Skin Diseases, National Institutes of Health",Department of Health and Human Services,National Defense,Atomic energy defense activities,2848227.01,-2489987.47,0.00,0.00,0.00,19323.43,19323.43,377562.97,377562.97,1556158.76,0.00,480595.99,377562.97
075-0898,"National Institute of Biomedical Imaging and Bioengineering, National Institutes of Health",Department of Health and Human Services,Health,Health research and training,2766559.10,2648823.29,376730000.00,0.00,0.00,2642785.00,2642785.00,384788167.39,380691223.48,2648823.29,4096943.91,354225848.10,384788167.39
075-0898,"National Institute of Biomedical Imaging and Bioengineering, National Institutes of Health",Department of Health and Human Services,National Defense,Atomic energy defense activities,1418307.68,-1151557.86,0.00,0.00,0.00,-4256.40,-4256.40,262493.42,262493.42,1021128.89,0.00,56509.25,262493.42
075-0844,"National Institute of Child Health and Human Development, National Institutes of Health",Department of Health and Human Services,Health,Health research and training,15750819.19,22232875.92,1457226000.00,0.00,0.00,30635387.64,30635387.64,1525845082.75,1491802684.76,22232875.92,34042397.99,1353032390.13,1525845082.75
075-0844,"National Institute of Child Health and Human Development, National Institutes of Health",Department of Health and Human Services,National Defense,Atomic energy defense activities,8917812.62,-5119479.31,0.00,0.00,0.00,-23192.04,-23192.04,3775141.27,3775141.27,9784733.32,0.00,5837176.15,3775141.27
075-0873,"National Institute of Dental and Craniofacial Research, National Institutes of Health",Department of Health and Human Services,Health,Health research and training,2914529.81,5715269.37,446683000.00,0.00,0.00,1044870.98,1044870.98,456357670.16,450307645.34,5715269.37,6050024.82,421773038.56,456357670.16
075-0873,"National Institute of Dental and Craniofacial Research, National Institutes of Health",Department of Health and Human Services,National Defense,Atomic energy defense activities,1843701.16,-1252670.12,0.00,0.00,0.00,30246.34,30246.34,621277.38,621277.38,2460548.70,0.00,1013817.93,621277.38
075-0884,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",Department of Health and Human Services,Health,Health research and training,22013054.73,18332108.67,2113453000.00,0.00,0.00,3840963.69,3840963.69,2157639127.09,1999642484.34,18332108.67,157996642.75,1999369331.62,2157639127.09
075-0884,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",Department of Health and Human Services,National Defense,Atomic energy defense activities,9561532.68,51666911.58,0.00,0.00,0.00,52945.43,52945.43,61281389.69,61281389.69,64962064.11,0.00,17844071.39,61281389.69
075-0862,"National Institute of Environmental Health Sciences, National Institutes of Health",Department of Health and Human Services,Health,Health research and training,13991859.78,8888122.66,826727000.00,0.00,0.00,29027957.67,29027957.67,878634940.11,860346610.72,5888122.66,18288329.39,813670503.79,878634940.11
075-0862,"National Institute of Environmental Health Sciences, National Institutes of Health",Department of Health and Human Services,National Defense,Atomic energy defense activities,4105595.68,73767147.57,0.00,0.00,0.00,-175535.65,-175535.65,77697207.60,77697207.60,80469483.21,0.00,264782.38,77697207.60
075-0851,"National Institute of General Medical Sciences, National Institutes of Health",Department of Health and Human Services,Health,Health research and training,20011787.07,18336381.09,1858153000.00,0.00,0.00,930666070.20,930666070.20,2827167238.36,2795926835.38,18336381.09,31240402.98,2547816688.71,2827167238.36
075-0851,"National Institute of General Medical Sciences, National Institutes of Health",Department of Health and Human Services,National Defense,Atomic energy defense activities,10636085.03,-9212412.23,0.00,0.00,0.00,143.24,143.24,1423816.04,1423816.04,4704080.12,0.00,2223883.54,1423816.04
075-0892,"National Institute of Mental Health, National Institutes of Health",Department of Health and Human Services,Health,Health research and training,19709859.75,14176790.02,1754434000.00,0.00,0.00,9031014.84,9031014.84,1797351664.61,1767021297.24,14176790.02,30330367.37,1601916928.93,1797351664.61
075-0892,"National Institute of Mental Health, National Institutes of Health",Department of Health and Human Services,National Defense,Atomic energy defense activities,10496343.82,-1174687.30,0.00,0.00,0.00,-48814.79,-48814.79,9272841.73,9272841.73,12556479.93,0.00,0.00,9272841.73
075-0886,"National Institute of Neurological Disorders and Stroke, National Institutes of Health",Department of Health and Human Services,Health,Health research and training,30260993.40,21167231.44,2145030000.00,0.00,0.00,19052682.61,19052682.61,2215510907.45,1976328119.38,21167231.44,239182788.07,1776533345.14,2215510907.45
075-0886,"National Institute of Neurological Disorders and Stroke, National Institutes of Health",Department of Health and Human Services,National Defense,Atomic energy defense activities,18577639.43,-15879383.15,0.00,0.00,0.00,-63424.50,-63424.50,2634831.78,2634831.78,7053844.72,0.00,3800301.46,2634831.78
075-0889,"National Institute of Nursing Research, National Institutes of Health",Department of Health and Human Services,Health,Health research and training,2301049.13,1006788.74,157662000.00,0.00,0.00,462707.74,462707.74,161432545.61,158322995.62,1006788.74,3109549.99,148750592.03,161432545.61
075-0889,"National Institute of Nursing Research, National Institutes of Health",Department of Health and Human Services,National Defense,Atomic energy defense activities,1469463.54,-1411949.21,0.00,0.00,0.00,2.01,2.01,57516.34,57516.34,515716.58,0.00,0.00,57516.34
075-0953,"National Institute of Occupational Safety and Health, Centers for Disease Control and Prevention, Health and Human Services",Department of Health and Human Services,Health,Health research and training,6438977.37,2451061.84,334067000.00,0.00,0.00,76339.09,76339.09,343033378.30,336495974.01,5173316.07,6537404.29,327928544.40,343033378.30
075-0843,"National Institute on Aging, National Institutes of Health",Department of Health and Human Services,Health,Health research and training,13547396.24,17090425.85,2571502000.00,0.00,0.00,8083810.29,8083810.29,2610223632.38,2591494789.95,17090425.85,18728842.43,1706997086.12,2610223632.38
075-0843,"National Institute on Aging, National Institutes of Health",Department of Health and Human Services,National Defense,Atomic energy defense activities,8082533.24,-1282219.12,0.00,0.00,0.00,-7448.25,-7448.25,6792865.87,6792865.87,12277523.86,0.00,993191.71,6792865.87
075-0894,"National Institute on Alcohol Abuse and Alcoholism, National Institutes of Health",Department of Health and Human Services,Health,Health research and training,5363053.23,4895287.45,508407000.00,0.00,0.00,4401758.83,4401758.83,523067099.51,514805930.94,4895287.45,8261168.57,473818720.08,523067099.51
075-0894,"National Institute on Alcohol Abuse and Alcoholism, National Institutes of Health",Department of Health and Human Services,National Defense,Atomic energy defense activities,4797704.84,-4797704.84,0.00,0.00,0.00,85933.65,85933.65,85933.65,85933.65,2069775.70,0.00,354172.46,85933.65
075-0890,"National Institute on Deafness and Other Communication Disorders, National Institutes of Health",Department of Health and Human Services,Health,Health research and training,3795507.09,3520573.57,458893000.00,0.00,0.00,1496927.40,1496927.40,467706008.06,461612550.02,3520573.57,6093458.04,437380200.06,467706008.06
075-0890,"National Institute on Deafness and Other Communication Disorders, National Institutes of Health",Department of Health and Human Services,National Defense,Atomic energy defense activities,2820084.80,-2725064.14,0.00,0.00,0.00,4849.89,4849.89,99870.55,99870.55,1466659.40,0.00,210580.37,99870.55
075-0893,"National Institute on Drug Abuse, National Institutes of Health",Department of Health and Human Services,Health,Health research and training,11348401.39,11406727.62,1374374000.00,0.00,0.00,104703319.48,104703319.48,1501832448.49,1271128955.39,11406727.62,230703493.10,1112575067.50,1501832448.49
075-0893,"National Institute on Drug Abuse, National Institutes of Health",Department of Health and Human Services,National Defense,Atomic energy defense activities,6310210.73,-5269994.01,0.00,0.00,0.00,-373696.67,-373696.67,666520.05,666520.05,6205215.53,0.00,921261.11,666520.05
075-8253,"National Institutes of Health Conditional Gift Fund, Health and Human Services",Department of Health and Human Services,Health,Health care services,88228735.48,2170160.58,43030007.50,0.00,0.00,0.00,0.00,133428903.56,40071257.15,2181160.58,93357646.41,46374641.82,133428903.56
075-8248,"National Institutes of Health Unconditional Gift Fund, Health and Human Services",Department of Health and Human Services,Health,Health care services,70380100.37,-16040648.55,5298055.54,0.00,0.00,0.00,0.00,59637507.36,3237473.84,748552.31,56400033.52,3866185.55,59637507.36
075-0807,"National Library of Medicine, National Institutes of Health",Department of Health and Human Services,Health,Health research and training,8338885.70,3682950.15,427546000.00,0.00,0.00,7763894.72,7763894.72,447331730.57,435875602.76,3682950.15,11456127.81,414645310.23,447331730.57
075-0807,"National Library of Medicine, National Institutes of Health",Department of Health and Human Services,National Defense,Atomic energy defense activities,1371257.72,1771343.68,0.00,0.00,0.00,-2909529.30,-2909529.30,233072.10,233072.10,2049172.08,0.00,260728.53,233072.10
021-5602,"National Military Cemeteries Concessions, Army",Department of the Army,Veterans Benefits and Services,Other veterans benefits and services,476605.00,0.00,0.00,0.00,0.00,0.00,0.00,476605.00,111305.00,0.00,365300.00,104936.00,476605.00
069-8048,"National Motor Carrier Safety Program, Liquidation of Contract Authorization, Federal Motor Carrier Safety Administration, Transportation",Department of Transportation,Transportation,Ground transportation,9425269.19,354452.02,0.00,0.00,0.00,0.00,0.00,9779721.21,0.00,354452.02,9779721.21,2299897.58,9779721.21
069-1775,"National Network Grants to the National Railroad Passenger Corporation, Transportation",Department of Transportation,Transportation,Ground transportation,5316164.96,3590.08,1291600000.00,0.00,0.00,0.00,0.00,1296919755.04,1289156204.18,3590.08,7763550.86,1285550080.67,1296919755.04
070-0716,"National Predisaster Mitigation Fund, Federal Emergency Management Agency, Homeland Security",Department of Homeland Security,Community and Regional Development,Disaster relief and insurance,86301618.85,20417005.36,0.00,0.00,0.00,0.00,0.00,106718624.21,20732955.41,20417005.36,85985668.80,37361897.00,106718624.21
060-8118,"National Railroad Retirement Investment Trust, Railroad Retirement Board",Railroad Retirement Board,Income Security,General retirement and disability insurance (excluding social se,0.00,0.00,1892983699.36,0.00,0.00,0.00,0.00,1892983699.36,1892983699.36,0.00,0.00,1892983699.36,1892983699.36
014-1042,"National Recreation and Preservation, National Park Service, Interior",Department of the Interior,Natural Resources and Environment,Recreational resources,7814598.50,-46964.44,63638000.00,0.00,0.00,4363210.70,4363210.70,75768844.76,65370170.07,590836.06,10398674.69,65390856.15,75768844.76
021-5286,"National Science Center, Army",Department of the Army,National Defense,Department of Defense-Military,71848.88,0.00,-254.00,0.00,0.00,0.00,0.00,71594.88,0.00,0.00,71594.88,0.00,71594.88
017-1612,"National Sea-Based Deterrence Fund, Navy",Department of the Navy,National Defense,Department of Defense-Military,19953073.00,112680000.00,861853000.00,0.00,0.00,0.00,0.00,994486073.00,975063626.44,112680000.00,19422446.56,720999997.14,994486073.00
097-8168,"National Security Education Trust Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,319975.97,0.00,0.00,0.00,0.00,0.00,0.00,319975.97,0.00,27122.10,319975.97,1189680.19,319975.97
036-8132,"National Service Life Insurance Fund, Veterans Affairs",Department of Veterans Affairs,Veterans Benefits and Services,Income security for veterans,0.00,2016078.17,709049331.36,0.00,0.00,40821766.39,40821766.39,751887175.92,751887175.92,2016078.17,0.00,817008414.47,751887175.92
485-8267,"National Service Trust, Corporation for National and Community Service",Corporation for National and Community Service,"Education, Training, Employment, and Social Services",Social services,204651682.86,0.00,220067094.85,0.00,0.00,1871288.25,1871288.25,426590065.96,63254135.90,0.00,363335930.06,174281566.24,426590065.96
011-0048,National Space Council,,General Government,Executive direction and management,0.00,0.00,1965000.00,0.00,0.00,0.00,0.00,1965000.00,302480.81,0.00,1662519.19,261616.70,1965000.00
080-8977,"National Space Grant Program, National Aeronautics and Space Administration",National Aeronautics and Space Administration,"General Science, Space, and Technology","Space flight, research, and supporting activities",66851.91,0.00,0.00,0.00,0.00,0.00,0.00,66851.91,0.00,0.00,66851.91,75277.30,66851.91
069-0170,"National Surface Transportation and Innovative Finance Bureau, Transportation",Department of Transportation,Transportation,Ground transportation,2709992.35,35937.64,3000000.00,0.00,0.00,551436.40,551436.40,6297366.39,3660170.95,35937.64,2637195.44,2569754.67,6297366.39
091-0601,"National Technical Institute for the Deaf, Special Institutions for Persons with Disabilities, Department of Education",Department of Education,"Education, Training, Employment, and Social Services",Higher education,66230.00,0.00,73000000.00,0.00,0.00,0.00,0.00,73066230.00,73000000.00,0.00,66230.00,72451354.42,73066230.00
014-1691,"National Wildlife Refuge Fund, United States Fish and Wildlife Service",Department of the Interior,General Government,General purpose fiscal assistance,0.00,0.00,13228000.00,0.00,0.00,0.00,0.00,13228000.00,13228000.00,0.00,0.00,13228000.00,13228000.00
